MatrixID,SpeciesAuthor,SpeciesAccepted,Family,Class,Kingdom,Authors,DOI_ISBN,YearPublication,Country,Continent,Ecoregion,MatrixPopulation,MatrixTreatment,MatrixStartYear,MatrixStartMonth,MatrixStartSeason,MatrixEndYear,MatrixEndMonth,MatrixEndSeason,MatrixComposite,Lat,Lon,MatrixSplit,MatrixFec,MatrixDimension,OrganismType
241735,Asclepias_meadii,Asclepias meadii,Apocynaceae,Magnoliopsida,Plantae,Bell; Bowles; McEachern,10.1007/978-3-662-09389-4_12,2003,USA,N America,TGS,Biesecker Prairie,Unmanipulated,1998,NA,NA,2000,NA,NA,Mean,41,-87,Divided,Yes,6,Herbaceous perennial
241769,Astragalus_alopecurus,Astragalus alopecurus,Leguminosae,Magnoliopsida,Plantae,Nicolè,NA,2005,FRA,Europe,TBM,Area 1; Area 2; Area 3; Area 4,Unmanipulated,1999,NA,NA,2003,NA,NA,Mean,46.2275,2.213611,Divided,Yes,4,Herbaceous perennial
241770,Astragalus_alopecurus,Astragalus alopecurus,Leguminosae,Magnoliopsida,Plantae,Nicolè,NA,2005,FRA,Europe,TBM,Area 1,Unmanipulated,1999,NA,NA,2003,NA,NA,Mean,46.2275,2.213611,Divided,Yes,4,Herbaceous perennial
241774,Astragalus_alopecurus,Astragalus alopecurus,Leguminosae,Magnoliopsida,Plantae,Nicolè,NA,2005,FRA,Europe,TBM,Area 1,Unmanipulated,2002,NA,NA,2003,NA,NA,Individual,46.2275,2.213611,Divided,Yes,4,Herbaceous perennial
241775,Astragalus_alopecurus,Astragalus alopecurus,Leguminosae,Magnoliopsida,Plantae,Nicolè,NA,2005,FRA,Europe,TBM,Area 2,Unmanipulated,1999,NA,NA,2003,NA,NA,Mean,46.2275,2.213611,Divided,Yes,4,Herbaceous perennial
241780,Astragalus_alopecurus,Astragalus alopecurus,Leguminosae,Magnoliopsida,Plantae,Nicolè,NA,2005,FRA,Europe,TBM,Area 3,Unmanipulated,1999,NA,NA,2003,NA,NA,Mean,46.2275,2.213611,Divided,Yes,4,Herbaceous perennial
241802,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat; Chiloquin,Unmanipulated,2006,NA,NA,2009,NA,NA,Pooled,NA,NA,Divided,Yes,5,Herbaceous perennial
241803,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Unmanipulated,2006,NA,NA,2009,NA,NA,Pooled,NA,NA,Divided,Yes,5,Herbaceous perennial
241804,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2006,NA,NA,2009,NA,NA,Pooled,NA,NA,Divided,Yes,5,Herbaceous perennial
241805,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat; Chiloquin,Unmanipulated,2006,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial
241806,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Unmanipulated,2006,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial
241807,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Unmanipulated,2006,NA,NA,2007,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241808,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Unmanipulated,2007,NA,NA,2008,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241809,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241810,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2006,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial
241811,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2006,NA,NA,2007,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241812,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2007,NA,NA,2008,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241813,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial
241827,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1987,NA,NA,1992,NA,NA,Mean,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial
241829,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1988,NA,NA,1989,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial
241831,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial
241835,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Sheep Corral Gulch,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,5,Herbaceous perennial
241843,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Sheep Corral Gulch,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,5,Herbaceous perennial
241844,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241845,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241846,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241848,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241849,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241850,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241851,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,45.883333,-113.683333,Divided,Yes,5,Herbaceous perennial
241857,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Haynes Creek,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45,-113.683333,Divided,Yes,5,Herbaceous perennial
241864,Astragalus_tremolsianus,Astragalus tremolsianus,Leguminosae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Sierra de Grador,Unmanipulated,2001,NA,NA,2006,NA,NA,Mean,36.866667,-2.766667,Divided,Yes,4,Herbaceous perennial
241869,Astragalus_tremolsianus,Astragalus tremolsianus,Leguminosae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Sierra de Grador,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,36.866667,-2.766667,Divided,Yes,4,Herbaceous perennial
241870,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4; Site 10; Site 13; Site 25; Site 41,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial
241871,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.159652,-121.310109,Divided,Yes,5,Herbaceous perennial
241881,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.162175,-121.310101,Divided,Yes,5,Herbaceous perennial
241882,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.162175,-121.310101,Divided,Yes,5,Herbaceous perennial
241883,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.162175,-121.310101,Divided,Yes,5,Herbaceous perennial
241886,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.162175,-121.310101,Divided,Yes,5,Herbaceous perennial
241891,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241892,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241895,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241896,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241897,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241899,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.153155,-121.322459,Divided,Yes,5,Herbaceous perennial
241901,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241903,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241904,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241906,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241907,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241908,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,45.231896,-121.177458,Divided,Yes,5,Herbaceous perennial
241911,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.243853,-121.095479,Divided,Yes,5,Herbaceous perennial
241913,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.243853,-121.095479,Divided,Yes,5,Herbaceous perennial
241915,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.243853,-121.095479,Divided,Yes,5,Herbaceous perennial
241917,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.243853,-121.095479,Divided,Yes,5,Herbaceous perennial
241950,Boltonia_decurrens,Boltonia decurrens,Compositae,Magnoliopsida,Plantae,Smith; Caswell; Mettler-Cherry,10.1890/04-0434,2005,USA,N America,TGS,Early Flood 1; Early Flood 2; Late Flood 1; Late Flood 2,Unmanipulated,1990,NA,Spring,2000,NA,Summer,Mean,39.456389,-90.530556,Divided,Yes,3,Herbaceous perennial
241959,Boltonia_decurrens,Boltonia decurrens,Compositae,Magnoliopsida,Plantae,Smith; Caswell; Mettler-Cherry,10.1890/04-0434,2005,USA,N America,TGS,Late Flood 1,Unmanipulated,1990,NA,Spring,2000,NA,Summer,NA,39.456389,-90.530556,Divided,Yes,3,Herbaceous perennial
241964,Borderea_chouardii,Dioscorea chouardii,Dioscoreaceae,Liliopsida,Plantae,García,10.1016/S0006-3207(01)00113-6,2003,ESP,Europe,MED,Pyrenees,Unmanipulated,1995,NA,NA,2002,NA,NA,Mean,41.5975,0.905556,Divided,Yes,6,Herbaceous perennial
241965,Borderea_pyrenaica,Dioscorea pyrenaica,Dioscoreaceae,Liliopsida,Plantae,García; Antor,10.1086/297246,1995,ESP,Europe,MED,Pineta; Gistain; Ordesa,Unmanipulated,1995,NA,NA,1999,NA,NA,Mean,42.633333,0.15,Divided,Yes,8,Herbaceous perennial
241995,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime; Inzecca; Calcina; Corbaghiola,Unmanipulated,2000,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,3,Herbaceous perennial
241996,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2000,NA,NA,2009,NA,NA,Mean,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
241997,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2000,NA,NA,2001,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
241998,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2001,NA,NA,2002,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242001,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2004,NA,NA,2005,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242002,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242003,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2006,NA,NA,2007,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242004,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2007,NA,NA,2008,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242005,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Teghime,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,42.783333,9.433333,Divided,Yes,3,Herbaceous perennial
242006,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2000,NA,NA,2009,NA,NA,Mean,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242007,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2000,NA,NA,2001,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242008,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2001,NA,NA,2002,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242009,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2002,NA,NA,2003,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242010,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2003,NA,NA,2004,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242011,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2004,NA,NA,2005,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242012,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242013,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2006,NA,NA,2007,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242014,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2007,NA,NA,2008,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242015,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Inzecca,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,42.1,9.266667,Divided,Yes,3,Herbaceous perennial
242016,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2000,NA,NA,2009,NA,NA,Mean,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
242017,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2000,NA,NA,2001,NA,NA,Individual,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
242019,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2002,NA,NA,2003,NA,NA,Individual,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
242020,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2003,NA,NA,2004,NA,NA,Individual,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
242022,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
242025,Brassica_insularis,Brassica insularis,Brassicaceae,Magnoliopsida,Plantae,Noel; Maurice; Mignot; Glémin; Carbonell; Justy; Guyot; Olivieri; Petit,10.1007/s10592-010-0056-1,2010,FRA,Europe,MED,Calcina,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,41.716667,9.35,Divided,Yes,3,Herbaceous perennial
