site_name,New_taxon,year_trt,trt,block,max_cover,taxon_site,new_max_cover
Abeokuta,Aeschynomene_indica,T2,Disturbance,1,55,Aeschynomene_indica_Abeokuta,0.55
Abeokuta,Azadirachta_indica,T2,NPK,1,5,Azadirachta_indica_Abeokuta,0.05
Abeokuta,Azadirachta_indica,T2,NPK,3,15,Azadirachta_indica_Abeokuta,0.15
Abeokuta,Centrosema_pubescens,T2,Control,2,10,Centrosema_pubescens_Abeokuta,0.1
Abeokuta,Centrosema_pubescens,T2,NPK,1,15,Centrosema_pubescens_Abeokuta,0.15
Abeokuta,Centrosema_pubescens,T2,NPK,2,5,Centrosema_pubescens_Abeokuta,0.05
Abeokuta,Chromolaena_odorata,T2,Control,3,5,Chromolaena_odorata_Abeokuta,0.05
Abeokuta,Chromolaena_odorata,T2,NPK+Disturbance,3,30,Chromolaena_odorata_Abeokuta,0.3
Abeokuta,Clitoria_ternatea,T2,Control,1,5,Clitoria_ternatea_Abeokuta,0.05
Abeokuta,Clitoria_ternatea,T2,Control,3,5,Clitoria_ternatea_Abeokuta,0.05
Abeokuta,Clitoria_ternatea,T2,NPK+Disturbance,3,5,Clitoria_ternatea_Abeokuta,0.05
Abeokuta,Commelina_erecta,T2,Disturbance,2,20,Commelina_erecta_Abeokuta,0.2
Abeokuta,Corchorus_olitorius,T2,NPK+Disturbance,1,2,Corchorus_olitorius_Abeokuta,0.02
Abeokuta,Desmanthus_illinoensis,T2,NPK,2,10,Desmanthus_illinoensis_Abeokuta,0.1
Abeokuta,Desmanthus_illinoensis,T2,NPK+Disturbance,2,10,Desmanthus_illinoensis_Abeokuta,0.1
Abeokuta,Desmodium_rotundifolium,T2,Control,1,5,Desmodium_rotundifolium_Abeokuta,0.05
Abeokuta,Desmodium_rotundifolium,T2,Disturbance,1,5,Desmodium_rotundifolium_Abeokuta,0.05
Abeokuta,Desmodium_rotundifolium,T2,NPK,3,10,Desmodium_rotundifolium_Abeokuta,0.1
Abeokuta,Desmodium_rotundifolium,T2,NPK+Disturbance,1,8,Desmodium_rotundifolium_Abeokuta,0.08
Abeokuta,Helianthus_hirsutus,T2,Control,1,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,Control,2,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,Disturbance,1,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,Disturbance,2,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,Disturbance,3,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,NPK,1,40,Helianthus_hirsutus_Abeokuta,0.4
Abeokuta,Helianthus_hirsutus,T2,NPK+Disturbance,1,60,Helianthus_hirsutus_Abeokuta,0.6
Abeokuta,Helianthus_hirsutus,T2,NPK+Disturbance,2,10,Helianthus_hirsutus_Abeokuta,0.1
Abeokuta,Helianthus_hirsutus,T2,NPK+Disturbance,3,20,Helianthus_hirsutus_Abeokuta,0.2
Abeokuta,Lysiphyllum_binatum,T2,Disturbance,3,30,Lysiphyllum_binatum_Abeokuta,0.3
Abeokuta,Panicum_capillare,T2,Disturbance,1,10,Panicum_capillare_Abeokuta,0.1
Abeokuta,Panicum_capillare,T2,NPK+Disturbance,3,30,Panicum_capillare_Abeokuta,0.3
Abeokuta,Panicum_maximum,T2,Control,1,70,Panicum_maximum_Abeokuta,0.7
Abeokuta,Panicum_maximum,T2,Control,2,80,Panicum_maximum_Abeokuta,0.8
Abeokuta,Panicum_maximum,T2,Control,3,85,Panicum_maximum_Abeokuta,0.85
Abeokuta,Panicum_maximum,T2,Disturbance,1,5,Panicum_maximum_Abeokuta,0.05
Abeokuta,Panicum_maximum,T2,Disturbance,2,30,Panicum_maximum_Abeokuta,0.3
Abeokuta,Panicum_maximum,T2,Disturbance,3,60,Panicum_maximum_Abeokuta,0.6
Abeokuta,Panicum_maximum,T2,NPK,1,40,Panicum_maximum_Abeokuta,0.4
Abeokuta,Panicum_maximum,T2,NPK,2,80,Panicum_maximum_Abeokuta,0.8
Abeokuta,Panicum_maximum,T2,NPK,3,75,Panicum_maximum_Abeokuta,0.75
Abeokuta,Panicum_maximum,T2,NPK+Disturbance,1,30,Panicum_maximum_Abeokuta,0.3
Abeokuta,Panicum_maximum,T2,NPK+Disturbance,2,20,Panicum_maximum_Abeokuta,0.2
Abeokuta,Panicum_maximum,T2,NPK+Disturbance,3,10,Panicum_maximum_Abeokuta,0.1
Abeokuta,Sida_acuta,T2,NPK+Disturbance,3,5,Sida_acuta_Abeokuta,0.05
Abeokuta,Strophostyles_umbellata,T2,NPK,2,5,Strophostyles_umbellata_Abeokuta,0.05
Abeokuta,Stylosanthes_hamata,T2,Control,3,5,Stylosanthes_hamata_Abeokuta,0.05
Abeokuta,Stylosanthes_hamata,T2,Disturbance,1,5,Stylosanthes_hamata_Abeokuta,0.05
Abeokuta,Stylosanthes_hamata,T2,Disturbance,2,10,Stylosanthes_hamata_Abeokuta,0.1
Abeokuta,Tridax_procumbens,T2,Control,1,10,Tridax_procumbens_Abeokuta,0.1
Abeokuta,Tridax_procumbens,T2,Disturbance,2,10,Tridax_procumbens_Abeokuta,0.1
Abeokuta,Waltheria_indica,T2,Disturbance,1,10,Waltheria_indica_Abeokuta,0.1
