MatrixID,SpeciesAuthor,SpeciesAccepted,Family,Class,Kingdom,Authors,DOI_ISBN,YearPublication,Country,Continent,Ecoregion,MatrixPopulation,MatrixTreatment,MatrixStartYear,MatrixStartMonth,MatrixStartSeason,MatrixEndYear,MatrixEndMonth,MatrixEndSeason,MatrixComposite,Lat,Lon,MatrixSplit,MatrixFec,MatrixDimension,OrganismType,DRAGnet,T_generation,R0,percapita_repro,Lmean,age_repro,Lambda,Reactivity,FirstStepAtt,Lmax
241810,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2006,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,5.522812293418356,4.203536776591302,32.100560081531306,1.4815220913810911,2,1.2525966969773483,80.89062764136628,0.10644607344227348,10
241811,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2006,NA,NA,2007,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,6.258986343371703,1.6065420860614046,30.337152115995398,1.3135811230373458,2.0000000000000004,1.0755056594907217,107.80975346508652,0.11157542402596275,7
241812,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2007,NA,NA,2008,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,5.093697769644398,7.817130276621914,34.94614653696266,1.572570725707257,2.845107046892606,1.3749020863750157,41.130201605189455,0.08727894239828002,14
241813,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Unmanipulated,2008,NA,NA,2009,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,6.108271815305873,5.4007804066517995,45.690323396203965,1.697440561030421,2,1.2630418509343786,104.08997920594679,0.12667830435043345,13
241814,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat; Chiloquin,Moth infected plants excluded,2007,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,4.890158421981328,4.068142529283499,52.40264140819727,1.518049644320726,2,1.284539292126326,101.15689009785562,0.12845072238068475,9
241815,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Moth infected plants excluded,2007,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,5.074246697465888,1.6304043057008215,39.71913533511315,1.514503782056468,2,1.0956550403072416,65.8464547196983,0.1734122447396587,8
241816,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Bull Flat,Moth infected plants excluded,2007,NA,NA,2008,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,4.3290229938906135,0.5996854006355603,23.56268313758344,1.3156986720381976,2,0.884261677049014,59.80130245661308,0.21486852244244486,4
241818,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Moth infected plants excluded,2007,NA,NA,2009,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,5.398291950297667,6.7202848474569965,58.29173181529756,1.5065024154589373,2,1.3451506344500817,139.56429502540357,0.10407756307324954,10
241820,Astragalus_peckii,Astragalus peckii,Leguminosae,Magnoliopsida,Plantae,Martin; Meinke,10.1007/s10144-012-0318-5,2012,USA,N America,DES,Chiloquin,Moth infected plants excluded,2008,NA,NA,2009,NA,NA,Individual,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,5.769677345718387,3.1016227887364898,58.31215807051542,1.45125284738041,1.9999999999999998,1.1988751865971443,196.6593375488931,0.12511727799267916,8
241827,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1987,NA,NA,1992,NA,NA,Mean,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial,FALSE,5.389683237824929,2.807977726177023,1.6940000000000002,5.6746594031237425,4.704460552101448,1.1663016867613532,2.1623907678666057,0.6259100953777249,28
241829,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1988,NA,NA,1989,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial,FALSE,6.328336494326027,2.776267024268248,1.29,6.791388704995674,5.327895089659796,1.135538243694142,1.9286008306294247,0.6604797365169262,35
241831,Astragalus_scaphoides,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Lesica,NA,1995,USA,N America,DES,Haynes Creek,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45.066667,-113.016667,Divided,Yes,4,Herbaceous perennial,FALSE,4.388255865399042,4.532864725824447,1.22,6.716201536491928,3.3999123462101233,1.3039917169780237,1.5644271151719136,0.6671821520586102,27
241835,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Sheep Corral Gulch,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,3.2800870740074366,18.494967629173036,4.2856000000000005,12.459273402002955,3.736432995764268,1.6837704515381129,3.089554158197703,0.5158660429077727,58
241843,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Sheep Corral Gulch,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,11.09389968279796,1.4489582715142326,0.4286,11.645112716950695,5.474061118319892,1.030173711431696,1.3000720025544934,0.8494683860490087,54
241844,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1990,NA,NA,1991,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,4.4609745131917204,3.743412294244382,0.8333,5.119407538756632,3.301352587540422,1.2314402638470099,1.4211001957439766,0.45905596608804,34
241845,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,11.931613959825826,0.36445271099733045,0.2424,4.821246630814108,4.1194199344041,0.8770836480529137,1.1400280944921648,0.8698144147295457,21
241846,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,4.249205183071917,5.864681784109742,1.2776999999999998,7.415113558633689,3.6807100566575026,1.3402623503206423,1.6166237897241849,0.5802595289004009,35
241848,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,1.902784238090674,10.646805271996234,5.4,5.14314137461118,3.0252035460600806,2.2259937251213646,2.784284578188596,0.35939005172010663,22
241849,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,30.11784517766702,0.05073129315779899,0.16210000000000002,2.5891581128029775,4.521990365613954,0.7403130625856389,1.2008433255183324,0.6460780231669498,13
241850,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,6.311105420778713,1.0060209463795466,1.6364,4.633071200334096,4.760765265851744,1.000950336212771,2.3613559179599215,0.6793543849266994,20
241851,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,McDevitt Creek,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,2.71202221465143,21.843009987185887,9.75,7.5054521096091245,4.336737265704396,2.1076789958378384,5.004462264334077,0.368984082270484,31
241857,Astragalus_scaphoides_2,Astragalus scaphoides,Fabaceae,Magnoliopsida,Plantae,Crone; Lesica,10.1890/03-0256,2004,USA,N America,DES,Haynes Creek,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.866667,-113.7,Divided,Yes,5,Herbaceous perennial,FALSE,6.483655991460881,4.0723265559268675,0.5,12.01818657456241,3.207147876963861,1.166045161450528,1.2148757585321899,0.6671268195412893,56
241864,Astragalus_tremolsianus,Astragalus tremolsianus,Leguminosae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Sierra de Grador,Unmanipulated,2001,NA,NA,2006,NA,NA,Mean,36.866667,-2.766667,Divided,Yes,4,Herbaceous perennial,FALSE,22.615032510630606,1.360943791823504,0.11892414601395135,14.21533547595062,3.3242308474472044,1.0121978397756073,1.1296210632631647,0.5534491163547532,102
241867,Astragalus_tremolsianus,Astragalus tremolsianus,Leguminosae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Sierra de Grador,Unmanipulated,2003,NA,NA,2004,NA,NA,Individual,36.866667,-2.766667,Divided,Yes,4,Herbaceous perennial,FALSE,Inf,0,0.016475581597050988,1,NA,0.9641676360816684,1.0299038910240805,0,1
241869,Astragalus_tremolsianus,Astragalus tremolsianus,Leguminosae,Magnoliopsida,Plantae,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,978-84-8014-746-0,2009,ESP,Europe,MED,Sierra de Grador,Unmanipulated,2005,NA,NA,2006,NA,NA,Individual,36.866667,-2.766667,Divided,Yes,4,Herbaceous perennial,FALSE,13.38709233555824,4.045512729692756,0.2890841842891014,14.741646665635322,2.8613540283050036,1.0690084152898685,1.2057903207903928,0.3741785324407736,129
241870,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4; Site 10; Site 13; Site 25; Site 41,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,NA,NA,Divided,Yes,5,Herbaceous perennial,FALSE,7.927527380567658,1.0902458096065533,0.6896132045612569,2.5447263468269514,1.9999999999999998,1.0107687263385512,3.738200343502147,0.3845261431939261,18
241871,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,10.522948255849803,0.4360530117776994,0.8281643455000344,2.3868911026066084,3.185283079922138,0.9113053135940977,3.8918537476889026,0.5201330365677239,14
241874,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,40.77526408447424,0.009949657739201876,0.062000000000000006,2.0782720167713102,3.577893410496132,0.5969002273883642,5.562068579745894,0.8192323902095608,8
241879,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 4,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,66.87257298074645,0.015764845260895426,0.054000000000000006,2.0540662037058715,3.289509911185244,0.695840673237242,6.32041237190016,0.5446649133583811,10
241881,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,9.454437559661582,1.2857823718328978,0.7315134515287428,2.6509923390372845,2,1.025403212467667,3.574420243115409,0.31488881259008267,23
241882,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,5.8696324105593805,9.700344477939197,1.5476719536269363,4.801337069027248,2,1.3009663466926018,4.449000556174736,0.2990085031706932,43
241883,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,31.784709358487845,0.10115643925934482,0.6799377214662566,1.262303678941136,2.504199460667342,0.8407166636153789,3.8752651648290737,0.09872529425439322,8
241886,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 10,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.166667,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,26.48764269981989,0.20701471657530318,0.13814658301138125,3.7985976178737815,3.242575804939044,0.9003852572927342,1.8258850716227362,0.6263985282209388,25
241891,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,6.888403252967495,1.320068890089837,1.0949876478756349,2.1002626084350515,2,1.039103060628647,6.598693873398612,0.3295582632514086,14
241892,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1991,NA,NA,1992,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,5.510601480709431,20.229300193591072,2.4159177349665564,4.096189269220052,2,1.4493371803275756,10.691093977522785,0.2752982573108481,38
241894,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,106.53148416261327,0.003831517458650564,0.066,1.6260829614071934,3.4967138681403127,0.5664899194837621,4.8491595446275895,0.5189854044850788,7
241895,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,4.404272334384094,5.497776780371005,2.2825369752066482,2.593313422112094,2,1.338286004632343,5.787253227779008,0.2966480996033914,20
241896,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,11.364175274594109,0.3291662812748992,0.59780774610769,1.8787742714644637,2,0.8832220839379392,4.441691474140784,0.36910308961761296,11
241897,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,7.187768594710327,0.8108881659169273,1.0615133173007258,1.8340274432776469,2,0.9703238662264803,6.458668304606289,0.36688781178232627,10
241899,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 13,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.15,-121.316667,Divided,Yes,5,Herbaceous perennial,FALSE,25.6457078660501,0.03555952701520422,0.06563744568502797,2.0811200985416227,2,0.6935057834275634,5.124686895089483,0.5984088524091546,10
241901,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,8.481755612728719,1.3218104252871126,0.6717623008688421,2.8333911152551474,1.9999999999999998,1.0315014222649272,3.1820935280852933,0.3667789416802474,22
241903,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,11.652247611007406,1.6734857476517089,1.1268914582132996,2.620626192667183,2.4389646160686205,1.0391884932146547,4.218676427448125,0.23864775410746694,31
241904,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,59.232748283093414,0.048021273797798796,0.09094964083260923,2.576828726821431,3.659395391870672,0.8356087570056348,2.040428592574578,0.4427909555733689,18
241906,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1995,NA,NA,1996,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,115.99561722180184,0.03606826124734526,0.02562032026890312,4.772206866173598,5.050014974543277,0.8742795962093137,1.373702423352066,0.5433044555305839,29
241907,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,25.546316010458558,0.3095889109441267,0.34290727304526286,2.4307883833276027,3.21151977506254,0.9353901989357601,1.71586146810827,0.2779588671078817,24
241908,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1997,NA,NA,1998,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,55.72424720207227,0.0287986884495697,0.05358814553735109,2.425747549923134,2.864264306954269,0.7543090466198059,2.0111120326581644,0.6124810541121107,13
241909,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 25,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.233333,-121.183333,Divided,Yes,5,Herbaceous perennial,FALSE,29.502577959386638,0.011507199991483754,0.08267707571128265,1.8933242822876915,2.5461432987055246,0.4886306347638444,4.31409709098325,0.8595449612015963,7
241911,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1991,NA,NA,1999,NA,NA,Mean,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,9.444039331189984,0.5790931529761153,0.3382903945022783,2.8686962059499517,2,0.9355906195074793,1.7341398750386143,0.4549703589632849,18
241913,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1992,NA,NA,1993,NA,NA,Individual,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,4.01360431349115,11.968994633008704,1.2393658119550441,10.003421553285127,2,1.4536402878923107,2.328636615395438,0.41894821234145396,60
241914,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1993,NA,NA,1994,NA,NA,Individual,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,116.2896902488744,0.011081382432755447,0.007969652995128227,2.440263775818675,2,0.6680220852453064,2.0538243125542532,0.729017813566998,11
241915,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1994,NA,NA,1995,NA,NA,Individual,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,9.348014012109457,1.0472923081137948,1.0865571959875124,2.6107181044360894,3.313031651131536,1.0048942822850717,2.780391976802381,0.2487823887618451,23
241917,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1996,NA,NA,1997,NA,NA,Individual,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,13.47100861698083,0.6936062178186845,0.29347711372431556,3.97583485082743,2.57742625708204,0.9706415490697308,1.7874775726042589,0.5583935702314169,27
241919,Astragalus_tyghensis,Astragalus tyghensis,Leguminosae,Magnoliopsida,Plantae,Kaye; Pyke,10.1890/0012-9658(2003)084[1464:TEOSTO]2.0.CO;2,2003,USA,N America,TGS,Site 41,Unmanipulated,1998,NA,NA,1999,NA,NA,Individual,45.25,-121.1,Divided,Yes,5,Herbaceous perennial,FALSE,731.2251271948238,4.829477451168135e-4,0.005,1.5769999521256222,2.5124368356131193,0.5265578041611001,1.7680869842642404,0.6514004678868254,6
241921,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B1; B3,Unmanipulated,2006,7,NA,2007,12,NA,Mean,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,0.1444,1.1025641025641026,2,0.12249999999999998,2.1787755102040816,0.7346938775510204,3
241922,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B1,Unmanipulated,2006,7,NA,2006,12,NA,NA,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,NA,1.0101010101010102,2,0.4760999999999999,1.2341944969544214,0.021003990758244075,2
241923,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B3,Unmanipulated,2007,7,NA,2007,12,NA,NA,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,NA,1.390625,NA,0.36,1,0,5
241924,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B2; B4,Unmanipulated,2007,1,NA,2008,6,NA,Mean,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,10836.81,1,NA,0.616225,17586.800640999634,0,1
241925,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B2,Unmanipulated,2007,1,NA,2007,6,NA,NA,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,NA,1,NA,0.5041,1,0,1
241926,Austrostipa_aristiglumis,Stipa aristiglumis,Poaceae,Liliopsida,Plantae,Godfree; Lepschi; Reside; Bolger; Robertson; Marshall; Carnegie,10.1111/j.1365-2486.2010.02292.x,2010,AUS,Oceania,TGS,B4,Unmanipulated,2008,1,NA,2008,6,NA,NA,-33.85,147.566667,Divided,Yes,3,Herbaceous perennial,FALSE,Inf,0,43347.24,1,NA,0.7395999999999999,58610.03190914008,0,1
