Taxon,Lat,Lon,Continent,MatrixID,Country,Ecoregion,DOI_ISBN
Ratibida_columnifera,38.8,-99.2,N America,245398,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245399,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245400,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245401,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245402,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245403,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245404,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Ratibida_columnifera,38.8,-99.2,N America,245405,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Scabiosa_columbaria,52.132778,5.291111,Europe,245522,NLD,TBM,10.1111/j.1469-8137.1984.tb04155.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245647,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245648,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245649,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245650,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245651,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245652,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245653,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245654,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245655,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245656,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245657,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245658,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245659,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245660,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245661,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245662,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245663,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245664,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245665,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245666,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245667,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245668,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245669,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245670,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245671,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245672,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245673,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245674,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245675,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245676,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245677,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245678,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245679,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245680,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245681,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Sphaeralcea_coccinea,38.8,-99.2,N America,245682,USA,TGS,10.1111/j.1365-2745.2009.01585.x
Taraxacum_campylodes,39.616667,-79.95,N America,245816,USA,TBM,10.2307/2960501
Taraxacum_campylodes,39.616667,-79.95,N America,245817,USA,TBM,10.2307/2960501
Thymus_vulgaris,NA,NA,Europe,245870,ESP,MED,978-84-8014-746-0
Thymus_vulgaris,38.643611,0.045556,Europe,245871,ESP,MED,978-84-8014-746-0
Cytisus_scoparius,47.65,-122.4,N America,246495,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246496,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246497,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246498,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246499,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246500,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246501,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246502,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246503,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246504,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246505,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246506,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246507,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246509,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246510,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246511,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246512,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246513,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246514,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Cytisus_scoparius,47.65,-122.4,N America,246515,USA,TBM,10.1111/j.0272-4332.2004.00481.x
Acer_saccharum,NA,NA,N America,247339,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247340,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247341,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247342,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247346,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247347,USA,TBM,10.1016/j.foreco.2008.02.040
Acer_saccharum,40.15,-88.166667,N America,247348,USA,TBM,10.1016/j.foreco.2008.02.040
Ailanthus_altissima,52.355278,-1.174167,Europe,247372,GBR,TBM,10.1111/j.1365-2745.2011.01910.x
Cerastium_fontanum,38.5,-90.5,N America,250490,USA,TBM,10.1890/12-1310.1
